sentiment,review
Positive,Mass entertainment... oru rekshayum illa... pwoli...
Positive,Ente ponneda uvv ee
Positive,tamil-telungu-malayalam orrumichu  release  cheydhal  valiya orru  sambvam aggum
Negative,Lucifer ini kandam vayi odedi varum
Positive,Ini kando... Adiude Ideude Vedi pooram......🧨🧨
Positive,Madhura Raja ....Pokkiri Raja....Rajadhi Raja...Bellaadi Raja Raja Always Mammookka Da
Positive,Teaser kand thalliparanjavarkku  Trailer oru marupadiyanu including me
Positive,Maduraraja enna comedy padam 300Kodi varum
Positive,Adipoli bgm and fight scenes super
Positive,Mass enokka paranja onannara mass athanu mammukka....
Positive,Huge support kanaum alla lalettan fanail ninum.
Positive,Sunni chechi ullond padam one month enkilum ooodum orappaaa allenkil sunnichechi oodikkum
Positive,AGE is A just number  pakka herooooo
Positive,Mammmokhaaa 69 vayyas ayye annetum look entaa ponooo
Positive,Mammukka kalakam super trailer rajaiuda team double strong alla trouble strong annu
Positive,Lucifer 4 divasam kondu 50 kodi ayathu pole ....ithum 50 kodi avatte ennu njan prarthikkunnu...ennu lalettan fan
Positive,Morning eneechepol thanne veendum kandavar arund7.22
Positive,Raavile views ethrayayi ennu nokan vannavar evide come on.
Positive,Oru addar item koodi iyye padathill varan nde athe mikkavarum last avum arayya...... Twist.......
Positive,Luciferine malarthi adikkaan RAJA vannu makkale
Positive,Mamukka ottiri ishttamm ethe polikkumm
Positive,mammokka kalakki mone ine kanan kidakunnath kandu ariyanam mone
Positive,Enna lookanu ikka...... U r the best
Positive,Waiting 4 madhuraraja..Mammookka Sunnychechi Jai Salimettan etc..elarum pwolikum.All the bst madhuraraja  team.
Negative,Trailer kanda thanne Aliyan Ettunilayil pottumennu
Positive,Makale ith polikum ikkaaa love you
Positive,Ettan industry hit adichal ikkante hit urappa... Angane aavattee....
Positive,Prayam oru number maathram thalivaa
Positive,Peranbu ...Yatra ..raja ....ikka tripple strong aanu makkalae ....
Negative,daivame chadichooo copy sundaran analloooo  ini enthellaam kaananam
Positive,Lalettan fans full support und makkaleee......
Positive,Oru prethikshayillarnu madhuraja but parayathirikan vayya visuals vere lvl
Positive,Muslingalk idayilum Xristhanikalk idayilum Hindukalk idayilum  Ivanu ore oru pereyyllu.....raja
Negative,Lucifer njngal randum kayyum neeti sweekarichu.. Marichu..   Matham parayunna sangikal keri dislike adukkuvaaa... Oru myrum nadakkulla.....
Positive,Ikka hvy  vere lvl trailer
Positive,Nte ikkaa ethu kandittum kandittum mathiyavunnilllaaaaaa Polichu ikkkaaaaaaaaaaaa
Positive,Thalaivaaaaa  views nokan ratri 2manik alaramvechenitu rajada pillaru ട്രിപ്പിൾ stronganu theliyikum wait
Positive,Padam hitakanulla elements ellam undallo.. Oru Maayavi touch thoniyarunu
Negative,Enthonedai id    padakkamo
Positive,madura rajaku katta support njiangal lalettan fansindea
Positive,Viswasichu koode nilkkunnavare jeevan koduthum samrakshikkum..  ikkayude voice & dialogue uff orujathi odukkathe feel.. romanjam at peak
Positive,adipoli     s
Positive,Chechi kaanaan Vendi maatram keriyavar... Lyk adichit pokaan marakkalle.... Chechi ishtam
Positive,Sunny chechiye kanan Vannavarkke like adikanulla cmnt
Positive,Njan oru mohanlal fan aanu ennalum trailer istapettu pwoli
Positive,Ikka & ettan ipozum ettavum aniyanum ayita nn kanunne.. luciferum kidukki.. Ithum athupole polichadukkatte.. All th best ikka 🤗
Negative,Hahaha...🤣🤣🤣Siricchu satthu....Sugar koodi Poyi mone... Pakka Flop....
Positive,adipoli...oru pulimurugan effect....but kuzhpm ilaa ..............mammookkaa
Positive,Njn pru lalettan fan ahn..  eee trailer mass ahn..  padam polikkum
Positive,trailar mas  padam marana mas rajayum pillarum kali thudagi  pakalam
Negative,Kollam. Short film polend. Vere vallo panikkm po man
Positive,Lucifer hitayi.  Madhurarajayum hitakatte.  Malayalam movie lover
Positive,Njan A10 Fan ann but ikka pwolikkum katta waiting
Negative,Mara paazhu mega mairananil ninnum ethil koodutal pratheeshikaruthu   1980 kalile rajanikanthinu padikkunnu verum chavaru mairan....
Positive,Ee padathine nammal vijaya gara maakkanam....
Positive,Ekkakkum Akkakkum Mohanlal fansinte full support undakum
Positive,Padam pwlikm...ikka oru rekshayum ellah.....Age Is just A Number......from A10 fans..
Positive,Fight scene marana maasss repeat  adich kanuva
Positive,Mudi valarthi lalettan pazhya rajashilpi look thannee 0.51 il... super
Positive,Katta waitinggg marana masss idhaaan makkale heroism🤩🤩🤩
Positive,Polichu........Odiyan manikante varave kandoo makkaleaaa.....
Positive,Odiyante Odi vidya thudangi makkale...Murugaaa ne sherikum theernu
Positive,Pandaram adangan kanditu angu mathiyavanilaalo...Onnonara trailer annaaa
Positive,Lalettanu mass kanikkan oru chaya glass thanne dharalam
Positive,Ningale katatthi vettan ningal matrame ollu laletta
Negative,Dislike adicha thanthayilla thayolikal aaranaavo ..murugane theerkkum ennu paranju nadannavar aavum
Positive,Lallettante masss kannannelll decemberil odiyan irangumbol teaterukalileekku vaaa odiyanthe odi vidhyakal
Positive,Oh mass o mass laletta katta waiting....Bgm
Positive,Pwlichh adukki. ...mass trailer. ....vere levell padamayirikkum. .....katta support from an ikka fan
Positive,Innu thanne ithu etramathe vattama e trailer repeat adichu kanunnennu eniku thanne ariyilla...kidiloskki
Negative,Enthylm 300 koli thallum muzhuvn fans.......
Positive,Next 100 crr sure pakka full entertainment movie aanenu trailer kanddaal ariyaam
Positive,Awesome
Negative,ethinu okkae dislikes adicha Prajanda kunju ghalae nighalkku uluppundo.
Positive,Bgm + ettan + dialogues + fight  = romanijification
Negative,Odiyante triler leak cheyyum ennu parayunnavarod.....ayyappante photo veettil undenkilum swamiye kanan ellavarum malaykku thanne pokum
Positive,Katta waiting....  maranamass  trailer......
Positive,Adipoli Trailer.......   parayaan Vaaakkilaa  Lalettan fans like here
Positive,Scripwriter Harikrishnan: Mass Director VAShrikumarMenon: Pakkamass Lalettan: Maranamass🤩
Positive,Nalla set movie
Positive,Villain polichu Malayalam movieyil njan ivane polore villane kandittillla
Negative,Ouru Lúcifer erangi athe polle thanne enni kore padomm erakuum myrreeee
Positive,Enta ponna oru rashayum ila kidu padam
Positive,Chekkan ennaa look aahh..  Tovi ishtam
Negative,Ethinekkaallum nallath aa Telugue film eduth kaanaayirunnu....Ticket poyi..
Negative,Verum olla padam 10 paiseke kollulla
Positive,Tovino achayanodu ulla aradhana kandu like adichavarum.... Theatre poyee kanam enn vechavarum adikkk
Positive,Ith pole films aanu tamil telungu mass movies aakunnath
Negative,1:10 ee scene onnum cinemayil illa.... Pattich
Positive,Movie ok aanu.    Entertaining movie
Positive,Film kandu.....Nalla movie aan dharyam ayi book cheythoolu🤗
Positive,LAST DRUM SET KOND KIDU AKKI
Positive,Enthaylum... Oru adaar feel undu... Tamil look
Positive,Njn ithil aru roll cheyunund namude ichayan polliyann  maranna mass
Positive,Ee Trailer Njan Thaetril Kandappo Ennaa Feelaan! Tovino Achayan Ishtam!
Positive,Tovino chetta pwoli love from Kanniyakumari
Negative,🤣🤣🤣🤣🤣🤣 tovinok  nadakkoola  eee pani   police pani  cherunnilla soundum dressing onnum
Positive,Tovino macha ningalude time anu... adi thimarkku... bai... cutta support
Positive,Toviii IChayan powlii Oru Kattaa Tovino Fan🤘
Negative,Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!
Negative,Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!
Positive,E... Nanjankottayil aarudeyumkanneroppan vannavanalla njan... Ennal karayikunnavanteyokkry Tala njan adichupolikum...   Kidu kidu kidu mass punch dialouge....
Positive,youva thara nirayil eni yeattavum muzhangi keelkkunnath tovinoyude Peru aayirikkum...
Positive,Mass....  kola masssss Tovino polichadukiiiii Tovino uyirr annuu.....
Positive,Njan oru ikka fan aanu # but eatta powlichu  vere level# katta waiting    Oru palakkadkaran
Negative,Njan idehathinte padam kaannilla
Positive,Repeat mode on..... Romanjification ...ettan pakka mass
Positive,Entammoooo lalettan clean shave look maarakam katta waiting for odiyan ettan daaaa
Positive,Adipoly🤩🤩lalettan fan thanne aaganamennilla sharaashari oru cinema premi aayaaal mathi ith kandit romaanjification undaagan🤩🤩🤩🤩🤩kidue !!!
Positive,Njanetha parayendath......... Onnum parayaanilaaaaaaa..... Laaaaalettttttttttaaaaaaaaaa.......ummmmmm aaaaaa
Positive,Dislikes kandappo kurachu vishanam thonni... Ennal comments vayichappol athu mari... Kure nalukalkkku shesham kanda ettum mikacha trailer......
Positive,lallettta mass kola mass still waiting
Positive,Kandittum kandittum mathivarunnilla ..entho oru magic trailer I'll und..appo filim ethanennu uhikan pattunilla
Positive,lov uuuuuuuuuu etttaaaaaaa  romajam vanu chavum
Positive,Trailer kidukki full movie kidukidukkum.. we still waiting..
Positive,that dialogue at 1:03 ..... goosebumbsss.... laleettaaaaaa
Positive,Waiting from Qatar LalettaI'd tagarkum katta support heavy 48pravasyam trailer kandu wow
Negative,aaraadaa dis like adichathe hae .da da da
Positive,Powlichu
Positive,njan mammukka fan aan yennalum parayaa lalettan mathrame ithokke kazhiyu adheham oru loka nayakanan oru simham
Positive,Aduta 200 Cr club movie for lalattan
Positive,Mass odiyan Mass kollamass kattaa waiting kidilam
Positive,Madi idu madi laalletta  Ninga polichuuu
Negative,Aye kuura trailer oola padam chali mohanlal*************
Negative,E trailernu dislike adikkunnavanmaarudae aa manassundalllo....oh.... Namikkaathae vayya
Positive,Iyal malathile super staralla indiakarude muzhuvan stara
Positive,Ini aaanu kali trailer kalakki above expectations
Positive,Spr makkkalla odeyan vannu katta waiting
Positive,Pakaram vekkan indian cinimayil aarumillatha ee rajavine katta kathirippu   laletta ingelu muthanu
Positive,Glass kondum mass kanichilea pwoli odiyan
Positive,Ikka fan aa but first day thanne odiyan kanum
Positive,Powlichu. Njan ipo 25 pravisham kandu. Laletta adipoli. Katta waiting
Positive,Love you lalettan aarokke thathikettiyalum thazhilla ee rajavu
Positive,Nirasha varuthathe ... Nalloru movie pratheekshikunnu Kure nalukalkku shesham Oru moviek  pokanam. Ennu moham
Positive,1 st day kazinju theatre bakki undayal mathiyayirunnu...lalettan
Negative,Dislike adicha pannikale Theater il kanada
Positive,Super heavy  amazing  Ethil aparam onum parayan elaa
Positive,Super aakumennu ariyamayirunnu pakshey etu maha maha soooper....
Positive,Odiyaan... Laletttaaa... oru Sambhavam thannneeee..
Positive,Njn ikka fana pakshe njagalude Ella support um ondakum
Negative,Dislike cheyunavare odiyan urumbu kadikunathu ayrikum .
Positive,Nte laletta  Idikatta waiting aaa..... Ummah. Theatre pooraparambha urappaa
Negative,ithpole oru kidu trailerinu dislike adikkana myrroli mammoonni fansin naduviral namaskaaram(ella mamooty fansinem udheshichalla....chila choriyanmaare udheshich paranjatha)
Positive,Endammooo . Kidukachi Item . Mohanlal Fans Like adich polichek
Positive,Ithu trailer pole illa oru teaser.. Enthayalum sambhavam kidukki... Waiting...
Positive,Njan aashupatriyiloottu pookuvaa...ullla roomamellam roomanjichu parinju pooyi..baakki ulllathu pongithanna nikkuva..etttan maatana maaraka maasss*
Positive,Laletta ingane wait cheypichu kollalle...vegam vaa ingadu
Positive,nte ponnoooo .... <3 oru rakshayum illaa ..... <3
Positive,Odiyan trailer kidukki Laletta nigal vere levela
Negative,ethinu okkae dislikes adicha chila prajanda kunju ghalodu enikku etrae parayan ullu odada pullae kandam vazhi. Uluppundo ninakku okkae.
Positive,mohanlal ingnanu kure chavar pole irakkilla .vanalo...odukkathe varavaakum..luv u laletta
Positive,Poliche...ithoru poli polikkum ...laletta ingalu muthaanu...
Positive,Ente ponnu ettaaa ningalu njngale romancham varuthichu kollum
Negative,Dis like adichaa ellavaarode ettanode vedaaa  murugaaa nee theernadaa
Negative,Feeling sad am studying in punjab ivde release aakuvo
Positive,Nta lalettaaaa..adaaar item. Murugaa ninta naalukal ennapettu kazhinju
Positive,Enta ponna.... laletta. Nigal masalla marana masss
Negative,Dislike adikkunna aalukal nthayalum nalla thanthakk pirannavaralla...angane ulla shikandikalkk ente naduviral pranamam
Positive,Ithupole aayirunnu pulimurugan inte trailer..... Pinnedu nadannathuu malayala cinemaye maatimaricha charithramm ...... Waiting for Odiyan laletta
Positive,Makkalee boxoffice pottitherikkan pokunnu.. katta waiting
Positive,Ith powlichu vaariyitte pooku....
Positive,Ohhh my god... endhokke looks aanu...  onnum parayaanillaa... katta waiting lalettaa...
Positive,Adipoli FDFS thanne kaanum. Pulimurugan onnum ithite athra  varathilla. Katta waiting
Positive,Njan ikka fan aa
Negative,Pottum  bengaali look  IDGAF mon
Positive,7 times kandu kazhnju...still not enough....veeendum kanan thonnunu
Negative,407 dislike haaa oka mumuty fans ayerikyum kastam
Positive,KATTA WAITING  ////./../// FOR  LALETTANSZZZZ MAGIC.....
Positive,Mass kaanikkan lalettante kazhinje ullo aarum annum innum
Positive,E pasdam kanaan katta waiting cheyyunnavar
Positive,Oru rakshayumilla.repeated mode on... Njan kandathil vech ettavum best trailer
Positive,3 times continue kandavar onnu ivde vanne..nedumplly rock
Negative,Loocheeperinte kalem ethi mekkale ellarun meri nikk
Positive,nenchinakathu nammude lalettan aneee
Positive,Polichu laletta lalettan fans like adikko
Positive,KGF kanda oru effect trailer kandapol kitty
Positive,2million... One day poolumaayillaaaa. Iragittt.. Great lalettaa
Positive,Raju Ettante Oro Shorttum Ijathi ppwli
Positive,Ikkante trailerlum polichu. lalettante trailer polichu.we vacation adipoliyayirikum.
Positive,Laletta kalakki.lallettan fanayalum Ikka fanayalam .Kandal Romanjam Varum .adutha level trailer. Njan like adichu.onnilparam Kandavar itil like adikku.
Negative,Ithinte munpil raja veezum. Release date maattikko raja
Positive,Oru aradhakan avanayi oru katha menanju.... Aradhakan stronganekill avan double strong anu..... #prithvi#lalettan
Positive,Padicha kallana..   laletttaaaa ingalu muthanu.....
Positive,Ente ponno marana mass.. ethu polikum....
Positive,Eppol time 5:50am 2000 view koodi kittiyalll 2million aakum....enthoru pookku...ithu Ella recordum pottikkum
Positive,Oru ikka faanaayittu pollum katta romaancham laletta ith pwolikum
Positive,Ente ponnnuuuuuuu Lalettaaa... baaki oke kili vannit parayam
Negative,Ithokke dislike adikkunavare kale vari adikkanam
Positive,PRITHVI & TOVINO 🤩Ishtam            LALETTAN  allah... parayanundo Peruthishtam......
Positive,Best Cinematography Kidilan Oru Rakshayum Illa
Negative,Kandu padik shree Kumar menone anugal film direct cheyunath
Positive,Kandittum kandittum mathi varunnillaalo ee sangathi
Positive,Laletta oru rakshayumilla.. FDFS locked.. Katta lalettan fan
Negative,Ayye poraaa.... lalettan nu role ille??
Positive,Trailer Veendum veendum veendum Kanunnaver undo
Positive,entammo romanjaam romam ezhunettu nikkunnu . enna trailara laletan marana mass
Positive,Ente ponno our reksha illa ...  Nammade ettan powlichu
Positive,Sawaaaaaari giri...giri... Big fan of Malaiayam Cinema. From Srilanka. Chettan maar Cinema eppothum adi pozi thannaiaya.
Positive,Time @2:03 am....ethu kanditteee urangan pogunullu.....nale Kanan bakki vachillaa ennu thannee kanannm.... waiting to see #lal
Positive,I:46am  ithu 12 pravasyam annu kannune..stephen nedumbuli
Positive,Woww woww.... Katta katta waiting Lalettaaaaa
Positive,Trailer muzhumikum munbu comment vaayikkan oodi vannatha.. ente ponnoo....lalettan rajuvettan istham..
Negative,Laalappaa ikkayod muttaan nikkandaa.RAAJAyum pillerum strongaa TRIPPLE STRONG.Laalappan koottiyaal koodoolaa.
Positive,OMG  lalettaaaa ummmaaaaa rajuvettaaa ningal marana mass anu.
Positive,10il kooduthal thavanna trailer kandavar like adi
Positive,Awesome  . lalettan mind blowing Raju kidu snap
Positive,LastE one minute romanjification....    ente laletaaaaa....
Positive,Ettante look oru rakshayilla..... Chumma kasarii....
Positive,Kidu kidilan trailor. Lalettan rocks  L rocks...
Negative,Dislike adichavark trailer ishtapedanjitto അതോ lalettaneyo. എതായാലും ninnodokke പുച്ഛം മാത്രം. Its ettans swag
Positive,Bgm
Positive,Lalettanum Tovino machanum ith pwolikkum
Positive,Katt waiting far lalattan far lusifer
Positive,Mass trailer .. vere level anu
Positive,Raksha illa alliya... Ipo njn chatha ente shavathinu chiricha mugamairkum
Positive,Lalettaa!!! Raju chettai. .. such a promising trailer!!!  RONJAAAMAM!!!!
Positive,Rajuettan making super...ini padam koode super hit aya mathi
Positive,@1:13- aa car’nu vare oru charivu kando...  ethu pakka lalettan padamane...
Positive,Lalettan ithu thakarkum.... Prithviraj great job.....
Positive,Vere level of making nd lalettan was awesome
Positive,E masathew 28 enna date  nalathekakan pattuvoooo ..... pattillah allew.....wait chaiyanmm  ..
